PaymentID,LoanID,CustomerID,PaymentDate,AmountPaid,PrincipalComponent,InterestComponent,LateFee,PaymentStatus,PaymentMethod,ReceiptNumber,Currency,DaysPastDue,Channel,Notes
PM00002618,L0005675,C000360,"Feb 25, 2024",372.72,143.42,229.3,50.0,failed,WALLET,R472923,EUR,60.0,Agent,On-time
PM00002619,L0009427,C000438,10-08-2025,433.23,202.72,230.51,50.0,SUCCESS,NETBANKING,R469042,INR,5.0,Branch,Waiver applied
PM00002620,L0006343,C007599,2025-04-08,146.51,88.67,57.84,10.0,Reversed,WALLET,R664018,USD,0.0,Partner,Partial payment
PM00002621,L0005504,C001468,2024/09/26 16:49:16,208.34,105.18,103.16,20.0,Failed,CARD,R787129,INR,0.0,Online,Auto-debit
PM00002622,L0006097,C005769,2024-11-13,250.06,176.25,73.81,50.0,Failed,CARD,R630383,INR,60.0,Agent,On-time
PM00002623,L0008908,C007035,2024/03/25 06:13:41,191.99,68.77,123.22,0.0,Reversed,NETBANKING,R743976,EUR,60.0,Online,On-time
PM00002624,L0001606,C007829,2024/05/02 21:33:16,102.78,58.25,44.53,10.0,Failed,CARD,R722310,EUR,10.0,Agent,On-time
PM00002625,L0005288,C002618,"May 04, 2025",157.5,59.73,97.77,20.0,Success,CASH,R792706,EUR,0.0,Branch,Waiver applied
PM00002626,L0002489,C006546,2023-12-24,49.14,37.37,11.77,0.0,failed,UPI,R933180,INR,5.0,Agent,Partial payment
PM00002627,L0000538,C003821,11/07/2024,196.22,104.56,null,0.0,Reversed,WALLET,R946604,INR,0.0,BRANCH,Waiver applied
PM00002628,L0003221,C003501,"May 09, 2025",406.23,231.49,174.74,0.0,Success,WALLET,R885897,USD,0.0,Partner,Auto-debit
PM00002629,L0000341,C003419,13-Nov-2023 20:55,197.36,86.57,110.79,0.0,SUCCESS,UPI,R136546,EUR,10.0,MobileApp,On-time
PM00002630,L0005043,C002816,"Dec 14, 2024",411.66,193.88,217.78,10.0,SUCCESS,UPI,R511158,INR,0.0,MobileApp,On-time
PM00002631,L0005211,C000451,2025/05/25 02:22:20,211.51,126.95,84.56,10.0,Success,CARD,R913916,USD,60.0,Branch,Auto-debit
PM00002632,L0009262,C003567,01/05/2025,78.82,57.85,20.97,10.0,Failed,WALLET,R965185,EUR,0.0,Online,Manual payment
PM00002633,L0001713,C006768,2025/08/09 22:07:59,220.55,97.24,123.31,0.0,Reversed,WALLET,R987860,EUR,5.0,Branch,Manual payment
PM00002634,L0004497,C001639,2024/10/09 02:40:05,308.74,121.35,187.39,50.0,Pending,UPI,R545805,EUR,0.0,MobileApp,Manual payment
PM00002635,L0007188,C000974,2024/05/21 13:52:57,312.17,127.06,185.11,0.0,Pending,NETBANKING,R745599,USD,0.0,BRANCH,Waiver applied
PM00002636,L0009289,C002699,10-30-2025,192.97,67.35,125.62,20.0,Reversed,NETBANKING,R956049,INR,0.0,Agent,Partial payment
PM00002637,L0000186,C003357,2024/11/23 15:11:25,190.43,76.84,113.59,50.0,Success,CARD,R650921,EUR,0.0,Partner,Waiver applied
PM00002638,L0008131,C002446,2024-08-05,359.52,151.5,208.02,0.0,Reversed,UPI,R157093,INR,30.0,BRANCH,On-time
PM00002639,L0007604,C005557,07/07/2024,528.28,272.21,256.07,50.0,failed,UPI,R871047,EUR,30.0,Branch,Manual payment
PM00002640,L0002239,C002184,2025-06-26,73.94,32.47,41.47,50.0,Pending,CARD,R361823,INR,5.0,Branch,Auto-debit
PM00002641,L0007221,C007920,"Jan 03, 2025",178.56,117.49,61.07,10.0,SUCCESS,CARD,R257354,INR,5.0,Branch,Waiver applied
PM00002642,L0002505,C000276,25/10/2025,27.99,12.26,15.73,0.0,Failed,CASH,R980698,USD,5.0,MobileApp,Manual payment
PM00002643,L0003935,C003162,15-Nov-2024 15:31,321.97,172.17,149.8,0.0,Reversed,NETBANKING,R639844,USD,5.0,BRANCH,Auto-debit
PM00002644,L0005824,C006158,2024-06-20,252.15,153.53,98.62,50.0,Failed,CASH,R547147,EUR,10.0,Partner,Partial payment
PM00002645,L0006930,C006735,15-May-2024 18:16,166.69,91.61,75.08,0.0,Reversed,NETBANKING,R596840,EUR,0.0,Partner,Manual payment
PM00002646,L0008761,C002978,2024-07-19,202.49,78.18,124.31,10.0,SUCCESS,CASH,R956995,USD,30.0,BRANCH,Auto-debit
PM00002647,L0003720,C006948,"Mar 28, 2024",199.29,121.34,77.95,50.0,SUCCESS,NETBANKING,R513347,EUR,5.0,MobileApp,Waiver applied
PM00002648,L0007841,C006320,03-10-2024,303.24,104.32,198.92,0.0,failed,CARD,R761209,USD,60.0,MobileApp,Waiver applied
PM00002649,L0005622,C003107,2023-12-13,216.43,162.94,53.49,0.0,failed,CARD,R121043,EUR,0.0,Branch,Manual payment
PM00002650,L0004719,C007721,08-20-2024,366.63,292.48,74.15,0.0,Reversed,CARD,R694698,USD,5.0,Agent,Auto-debit
PM00002651,L0009445,C000891,2025/10/24 20:30:16,262.84,203.62,59.22,50.0,Failed,CASH,R617825,EUR,10.0,Partner,Waiver applied
PM00002652,L0000864,C006282,19/10/2025,401.35,268.15,133.2,0.0,SUCCESS,WALLET,R339337,EUR,0.0,Agent,Waiver applied
PM00002653,L0007227,C004095,2025-07-21,135.85,45.82,90.03,10.0,Success,WALLET,R864637,INR,0.0,MobileApp,Waiver applied
PM00002654,L0006578,C000614,12-10-2024,236.66,100.11,136.55,0.0,SUCCESS,UPI,R433634,INR,5.0,MobileApp,Waiver applied
PM00002655,L0000867,C002800,2024/08/05 22:32:44,332.63,223.29,109.34,0.0,SUCCESS,WALLET,R449760,USD,60.0,Agent,Manual payment
PM00002656,L0005173,C000535,02-15-2025,329.83,163.68,166.15,0.0,Reversed,WALLET,R235282,INR,30.0,MobileApp,On-time
PM00002657,L0007230,C005252,2025-09-06,230.89,171.25,59.64,20.0,Pending,NETBANKING,R228659,INR,10.0,Agent,On-time
PM00002658,L0002171,C000107,"Apr 03, 2024",113.96,84.36,29.6,0.0,failed,NETBANKING,R869316,EUR,0.0,MobileApp,On-time
PM00002659,L0001147,C003345,27/12/2024,261.22,150.97,110.25,10.0,SUCCESS,NETBANKING,R147130,INR,30.0,Branch,Auto-debit
PM00002660,L0001418,C002760,01-04-2024,330.57,243.13,87.44,50.0,Reversed,NETBANKING,R798838,USD,10.0,Branch,Waiver applied
PM00002661,L0003855,C006338,08/03/2025,235.89,175.08,60.81,0.0,Failed,NETBANKING,R760430,INR,0.0,BRANCH,Waiver applied
PM00002662,L0007432,C003960,04-Oct-2025 12:56,206.36,93.16,113.2,0.0,SUCCESS,CARD,R263333,USD,10.0,Agent,Auto-debit
PM00002663,L0007715,C005404,2025-09-12,469.7,171.15,298.55,10.0,Success,WALLET,R457131,EUR,,MobileApp,Auto-debit
PM00002664,L0004222,C004456,2024-10-10,115.14,35.0,80.14,0.0,failed,NETBANKING,R433453,EUR,10.0,Online,On-time
PM00002665,L0005441,C004034,05-08-2024,154.83,116.97,37.86,0.0,SUCCESS,UPI,R444045,INR,5.0,MobileApp,Partial payment
PM00002666,L0002012,C001692,2024/03/15 20:29:36,171.56,127.99,43.57,0.0,Pending,CASH,R914979,INR,10.0,BRANCH,Auto-debit
PM00002667,L0000125,C000574,21/10/2024,294.05,189.55,104.5,20.0,Success,WALLET,R470015,USD,5.0,MobileApp,Waiver applied
PM00002668,L0005559,C000921,19/06/2025,436.16,x,158.53,20.0,Failed,UPI,R313691,EUR,10.0,Partner,Waiver applied
PM00002669,L0009008,C004307,06-Dec-2024 22:13,347.97,263.32,84.65,0.0,Pending,NETBANKING,R186640,INR,5.0,Branch,Manual payment
PM00002670,L0008183,C001214,2025/02/15 06:24:31,287.91,99.93,187.98,50.0,Reversed,CASH,R204311,EUR,30.0,Agent,Auto-debit
PM00002671,L0003294,C006911,07-Aug-2024 14:38,135.64,72.39,63.25,0.0,Success,UPI,R293148,USD,30.0,Branch,Auto-debit
PM00002672,L0001523,C003579,30/03/2024,517.54,164.33,353.21,50.0,Reversed,CARD,R800972,USD,30.0,Partner,Partial payment
PM00002673,L0000097,C001358,22-Feb-2025 00:23,327.74,113.3,214.44,0.0,Failed,WALLET,R442775,EUR,60.0,MobileApp,Auto-debit
PM00002674,L0000001,C003522,2024-12-18,128.24,101.5,26.74,0.0,failed,CASH,R722010,USD,0.0,Partner,Partial payment
PM00002675,L0008464,C007227,"Dec 29, 2024",333.95,177.61,156.34,0.0,Pending,UPI,R609382,INR,30.0,Agent,Manual payment
PM00002676,L0003418,C003009,2025-04-28,285.01,150.37,134.64,10.0,Reversed,UPI,,EUR,0.0,MobileApp,Auto-debit
PM00002677,L0009699,C004882,01-Mar-2024 04:57,195.35,116.6,78.75,0.0,Success,UPI,R102398,EUR,10.0,BRANCH,Partial payment
PM00002678,L0007301,C002572,11-28-2023,250.81,165.09,85.72,10.0,failed,CARD,R432676,INR,0.0,Branch,Auto-debit
PM00002679,L0001966,C002844,03-Feb-2024 20:11,210.59,154.49,56.1,20.0,Reversed,NETBANKING,R987808,INR,5.0,Partner,Manual payment
PM00002680,L0003499,C006097,08-16-2024,145.94,103.32,42.62,10.0,Success,NETBANKING,R975361,USD,5.0,Online,Manual payment
PM00002681,L0008744,C007872,"Mar 25, 2024",168.2,70.14,98.06,0.0,SUCCESS,UPI,R767293,EUR,5.0,BRANCH,On-time
PM00002682,L0004727,C007247,05-Jun-2024 02:20,327.47,244.84,82.63,10.0,Success,CASH,R127768,USD,0.0,Online,Manual payment
PM00002683,L0001332,C002714,2024-08-16,274.51,102.31,172.2,0.0,Success,WALLET,R537640,USD,5.0,MobileApp,Waiver applied
PM00002684,L0000901,C007751,09-19-2025,0.0,0.0,0.0,50.0,Pending,WALLET,R392636,EUR,0.0,Branch,On-time
PM00002685,L0007806,C000964,02-Jun-2025 06:11,,288.92,137.54,0.0,Failed,WALLET,,USD,30.0,Online,Waiver applied
PM00002686,L0003860,C004606,2024/06/25 17:06:24,320.79,226.32,94.47,0.0,Reversed,UPI,R432310,USD,10.0,Partner,Waiver applied
PM00002687,L0007128,C006161,2024-01-04,49.87,18.98,30.89,0.0,Pending,WALLET,R687588,USD,0.0,MobileApp,Manual payment
PM00002688,L0001879,C005843,2024-06-05,357.58,134.5,223.08,0.0,Success,CASH,R941857,INR,0.0,Branch,Partial payment
PM00002689,L0001839,C005906,2024/12/28 09:24:54,231.29,144.16,87.13,10.0,Failed,NETBANKING,R380704,USD,10.0,Partner,Waiver applied
PM00002690,L0002159,C003264,11-09-2024,260.26,147.04,113.22,10.0,Reversed,WALLET,R547520,INR,0.0,BRANCH,Waiver applied
PM00002691,L0001720,C003936,2024/04/28 03:24:51,348.5,132.8,215.7,20.0,Pending,WALLET,R106579,INR,0.0,BRANCH,On-time
PM00002692,L0000661,C000211,2025/08/04 02:32:37,169.86,56.31,113.55,10.0,Success,CARD,R675631,EUR,0.0,BRANCH,Waiver applied
PM00002693,L0002833,C000217,08/04/2024,254.96,77.23,177.73,50.0,Pending,WALLET,R617886,EUR,10.0,MobileApp,Waiver applied
PM00002694,L0001092,C002581,23-Mar-2025 01:19,464.25,165.53,298.72,0.0,Failed,CARD,R123320,USD,5.0,Online,Waiver applied
PM00002695,L0002899,C001487,08-04-2025,206.16,66.85,139.31,10.0,Success,CASH,R632053,INR,0.0,Branch,On-time
PM00002696,L0003911,C003032,07-03-2024,,35.98,43.21,0.0,Success,NETBANKING,R406479,USD,5.0,Branch,Auto-debit
PM00002697,L0005463,C001480,2024-05-01,221.4,75.03,146.37,0.0,Reversed,CARD,R486006,EUR,30.0,MobileApp,Waiver applied
PM00002698,L0008494,C001252,03-17-2025,114.83,75.35,39.48,50.0,failed,CARD,R589435,INR,0.0,Branch,Waiver applied
PM00002699,L0001270,C004191,04-Feb-2024 17:47,263.44,114.38,149.06,20.0,failed,WALLET,R908821,EUR,0.0,Branch,Manual payment
PM00002700,L0000054,C000422,2024/11/29 08:53:50,246.53,128.25,118.28,20.0,failed,UPI,R592734,EUR,0.0,MobileApp,Partial payment
PM00002701,L0002616,C005052,08/11/2023,,132.89,65.85,50.0,Pending,WALLET,R222174,EUR,10.0,BRANCH,Auto-debit
PM00002702,L0008715,C006191,11/01/2024,344.07,269.29,74.78,0.0,Reversed,UPI,R940547,EUR,0.0,BRANCH,Waiver applied
PM00002703,L0001087,C006861,20-Oct-2025 15:54,34022.51933422228,179.86,110.89,10.0,SUCCESS,NETBANKING,R261606,EUR,60.0,Partner,Auto-debit
PM00002704,L0002952,C002593,29/07/2024,127.19,61.7,65.49,0.0,Reversed,WALLET,R730822,INR,60.0,BRANCH,Auto-debit
PM00002705,L0001174,C005765,04-01-2024,219.63,129.42,90.21,10.0,Reversed,CARD,R976544,USD,0.0,Branch,On-time
PM00002706,L0007027,C000498,11/02/2025,159.0,91.62,67.38,10.0,Failed,CASH,R334541,USD,60.0,Branch,On-time
PM00002707,L0000058,C004747,20/04/2024,380.95,251.89,129.06,10.0,SUCCESS,CASH,R435402,USD,30.0,MobileApp,Partial payment
PM00002708,L0008461,C004852,"May 22, 2025",291.67,171.71,119.96,50.0,failed,CASH,R799732,USD,0.0,MobileApp,Partial payment
PM00002709,L0008497,C003029,2025/01/16 21:19:53,529.75,198.26,331.49,0.0,Pending,CARD,R682890,USD,0.0,Branch,Manual payment
PM00002710,L0008294,C006040,"Apr 10, 2025",430.36,178.41,251.95,20.0,SUCCESS,UPI,R735391,USD,0.0,BRANCH,Auto-debit
PM00002711,L0001088,C003568,2024-02-11,231.15,77.59,153.56,10.0,Success,CASH,R753872,USD,0.0,Partner,Manual payment
PM00002712,L0000980,C002331,2025/07/24 03:35:18,303.76,202.89,100.87,20.0,failed,NETBANKING,R469085,EUR,60.0,Partner,On-time
PM00002713,L0000011,C003260,"Mar 14, 2025",439.66,294.42,145.24,0.0,Failed,NETBANKING,R426939,EUR,10.0,MobileApp,Waiver applied
PM00002714,L0000719,C002527,2025-03-08,114.39,61.37,53.02,0.0,SUCCESS,NETBANKING,R513982,USD,60.0,BRANCH,Auto-debit
PM00002715,L0007708,C005003,2024/04/17 15:07:10,172.85,132.72,40.13,10.0,SUCCESS,WALLET,R913651,EUR,0.0,BRANCH,Manual payment
PM00002716,L0009572,C007301,2024/05/01 21:28:01,61.51,45.05,16.46,10.0,Pending,CARD,R388301,EUR,0.0,BRANCH,Auto-debit
PM00002717,L0002263,C004152,07/10/2024,402.25,243.38,158.87,50.0,Pending,UPI,R258948,INR,5.0,Branch,Partial payment
PM00002718,L0005112,C002585,2025-04-28,195.74,142.23,53.51,0.0,failed,WALLET,R114092,EUR,0.0,Online,Partial payment
PM00002719,L0001974,C000405,17/08/2025,414.6,291.92,122.68,0.0,failed,CARD,R690095,INR,5.0,Agent,Auto-debit
PM00002720,L0007595,C001655,"Jul 14, 2024",212.13,72.44,139.69,10.0,SUCCESS,CASH,R421766,USD,0.0,MobileApp,Waiver applied
PM00002721,L0005968,C004344,2024-02-07,107.96,67.1,40.86,50.0,Failed,WALLET,R804211,USD,60.0,BRANCH,Auto-debit
PM00002722,L0001387,C001377,"Jan 22, 2025",170.0,131.96,38.04,10.0,Success,WALLET,R104379,USD,5.0,Online,Manual payment
PM00002723,L0001858,C001634,07/11/2023,128.41,73.47,54.94,20.0,Pending,CASH,R191444,INR,10.0,Partner,Manual payment
PM00002724,L0005221,C006471,14/03/2024,189.38,139.02,50.36,0.0,failed,CARD,R849728,EUR,30.0,Branch,Manual payment
PM00002725,L0000904,C002474,30-May-2025 14:47,222.59,169.54,53.05,20.0,Success,CASH,R197906,USD,30.0,MobileApp,On-time
PM00002726,L0007026,C003095,"May 06, 2024",262.46,84.25,178.21,0.0,failed,UPI,R843023,INR,5.0,Agent,Partial payment
PM00002727,L0005248,C000656,"Oct 05, 2025",207.05,120.34,86.71,50.0,Success,UPI,R176825,INR,5.0,Agent,Auto-debit
PM00002728,L0006409,C002032,2025/08/01 15:35:29,160.36,91.36,69.0,10.0,SUCCESS,CASH,R911678,EUR,30.0,Agent,Partial payment
PM00002729,L0005162,C006520,07-03-2024,357.82,218.0,139.82,0.0,SUCCESS,NETBANKING,R640600,INR,0.0,MobileApp,On-time
PM00002730,L0003175,C007467,2024/01/26 23:31:24,262.9,191.57,71.33,0.0,Pending,UPI,R882779,USD,10.0,Online,Waiver applied
PM00002731,L0002678,C004189,2025/07/18 22:36:56,303.97,123.71,180.26,0.0,Success,WALLET,R724017,INR,60.0,BRANCH,Auto-debit
PM00002732,L0004072,C004102,12-05-2024,123.95,90.56,33.39,0.0,Failed,CARD,R435092,USD,10.0,Partner,Manual payment
PM00002733,L0008978,C006005,30-Jun-2025 21:20,97.86,64.92,32.94,50.0,failed,NETBANKING,R326811,USD,30.0,Partner,Waiver applied
PM00002734,L0003866,C004745,2025-01-22,253.92,197.02,56.9,10.0,Success,CASH,R705576,INR,30.0,Partner,Manual payment
PM00002735,L0009990,C005999,09/08/2025,322.36,184.03,138.33,0.0,Success,NETBANKING,R851391,EUR,0.0,Partner,Manual payment
PM00002736,L0003774,C003686,10-09-2025,391.3,193.41,197.89,10.0,Pending,WALLET,R614583,EUR,5.0,Agent,On-time
PM00002737,L0007354,C007193,2024/12/11 21:52:09,93.24,37.4,55.84,0.0,Reversed,CARD,R903402,EUR,0.0,BRANCH,Partial payment
PM00002738,L0009771,C006335,"Jul 25, 2024",0.0,0.0,0.0,50.0,Failed,CASH,R172847,INR,0.0,BRANCH,On-time
PM00002739,L0006885,C007026,2023/12/10 17:47:59,620.31,265.83,354.48,0.0,Reversed,WALLET,R995955,INR,30.0,BRANCH,On-time
PM00002740,L0000478,C005246,05-05-2025,153.52,81.52,72.0,0.0,Failed,CASH,R447514,INR,0.0,BRANCH,Partial payment
PM00002741,L0004949,C001288,22/05/2025,70.33,51.12,19.21,0.0,Success,UPI,R557946,USD,0.0,MobileApp,Manual payment
PM00002742,L0001056,C005893,"Apr 17, 2024",338.88,183.53,155.35,0.0,Success,UPI,,EUR,30.0,Online,Waiver applied
PM00002743,L0008002,C004295,03/07/2024,427.17,232.76,194.41,10.0,Pending,WALLET,R869978,USD,0.0,Agent,Waiver applied
PM00002744,L0004897,C001787,2024-03-31,236.11,150.34,85.77,20.0,Reversed,NETBANKING,R697783,INR,5.0,Branch,On-time
PM00002745,L0005570,C002715,02-12-2024,187.2,138.12,49.08,0.0,Reversed,UPI,R457430,INR,10.0,BRANCH,On-time
PM00002746,L0007771,C001197,2025/03/22 14:18:59,231.99,176.67,55.32,0.0,Pending,UPI,R898020,EUR,60.0,MobileApp,Auto-debit
PM00002747,L0003600,C005805,17-Jan-2024 21:20,359.47,147.39,212.08,0.0,Failed,CARD,R982322,INR,0.0,MobileApp,Partial payment
PM00002748,L0002849,C007064,12-Mar-2024 08:20,444.45,175.82,268.63,20.0,Reversed,NETBANKING,,EUR,0.0,Branch,Partial payment
PM00002749,L0005928,C005314,30-Jan-2024 10:02,354.0,x,186.14,0.0,failed,UPI,R937973,EUR,10.0,MobileApp,On-time
PM00002750,L0002120,C001580,2025/07/02 04:50:53,473.75,322.67,151.08,20.0,Reversed,CASH,R333691,INR,60.0,BRANCH,On-time
PM00002751,L0005785,C006968,2025/05/13 19:02:23,265.6,94.24,171.36,0.0,failed,CARD,R135900,INR,0.0,BRANCH,Partial payment
PM00002752,L0007737,C001274,2025/07/01 06:14:46,346.72,133.57,213.15,10.0,Reversed,NETBANKING,R561627,EUR,5.0,Online,On-time
PM00002753,L0006862,C003265,2025/08/13 13:17:20,179.79,101.85,77.94,20.0,Success,WALLET,R575991,USD,60.0,Partner,Manual payment
PM00002754,L0001389,C005686,05-Jun-2025 18:46,292.63,141.48,151.15,0.0,Failed,CASH,R695482,EUR,0.0,MobileApp,Waiver applied
PM00002755,L0007338,C001932,12-Sep-2025 15:54,255.35,85.62,169.73,0.0,Pending,CASH,R399428,INR,10.0,Branch,On-time
PM00002756,L0008633,C005046,2025-07-14,290.9,197.64,93.26,0.0,Pending,CARD,R674792,INR,60.0,Agent,Waiver applied
PM00002757,L0002261,C000453,"May 09, 2024",155.07,62.06,93.01,0.0,Reversed,UPI,R286713,USD,30.0,Agent,Manual payment
PM00002758,L0005890,C000862,24-Nov-2024 16:30,366.47,215.87,150.6,0.0,Failed,UPI,R761246,INR,10.0,Branch,Manual payment
PM00002759,L0006496,C002645,2025/09/13 13:26:24,41.39,16.81,24.58,0.0,Success,UPI,R317731,INR,5.0,BRANCH,Auto-debit
PM00002760,L0003584,C004782,2025/01/11 08:22:30,313.72,237.74,75.98,10.0,Pending,CARD,R301326,USD,10.0,Agent,Manual payment
PM00002761,L0008364,C006906,19/05/2024,252.92,80.53,172.39,20.0,Success,CASH,R480977,USD,0.0,BRANCH,Manual payment
PM00002762,L0005161,C004344,01-Nov-2024 23:50,330.23,222.58,107.65,50.0,Failed,CARD,R328482,INR,0.0,MobileApp,On-time
PM00002763,L0008809,C003839,2024-09-15,224.05,102.3,121.75,0.0,failed,CARD,R612790,USD,5.0,Partner,Manual payment
PM00002764,L0001549,C006230,2024-05-29,149.9,57.4,92.5,10.0,SUCCESS,UPI,R611797,USD,30.0,Partner,Auto-debit
PM00002765,L0008001,C002723,"Feb 29, 2024",248.87,136.24,112.63,10.0,SUCCESS,UPI,R830303,EUR,30.0,Online,Manual payment
PM00002766,L0007766,C000202,24/12/2023,383.87,197.99,185.88,10.0,Failed,CARD,R626705,INR,0.0,Partner,On-time
PM00002767,L0004165,C002509,2024/06/30 14:56:51,247.15,153.48,93.67,0.0,SUCCESS,WALLET,R391084,EUR,10.0,Branch,Manual payment
PM00002768,L0002397,C006495,02/09/2025,293.31,161.04,132.27,0.0,Pending,NETBANKING,R495234,USD,5.0,Branch,Auto-debit
PM00002769,L0007799,C004533,2025-08-19,353.02,278.0,75.02,0.0,SUCCESS,NETBANKING,R231826,INR,10.0,Partner,On-time
PM00002770,L0008226,C006552,30/10/2025,433.44,134.34,299.1,0.0,failed,WALLET,R338225,INR,0.0,BRANCH,Waiver applied
PM00002771,L0009903,C006715,12-25-2024,179.56,103.81,75.75,10.0,Reversed,CARD,R304829,INR,5.0,BRANCH,Auto-debit
PM00002772,L0009459,C005863,2025/08/02 07:16:04,199.69,108.52,91.17,0.0,SUCCESS,WALLET,R649873,INR,30.0,Agent,Manual payment
PM00002773,L0002100,C000273,30-Aug-2024 13:22,310.93,120.32,190.61,50.0,failed,CARD,R825771,EUR,30.0,Online,Manual payment
PM00002774,L0002918,C005730,05-22-2025,244.61,78.68,165.93,0.0,Pending,NETBANKING,R306985,EUR,30.0,Branch,On-time
PM00002775,L0005162,C005891,2025/05/31 13:12:51,166.17,108.37,57.8,0.0,SUCCESS,NETBANKING,R282864,INR,5.0,Branch,On-time
PM00002776,L0000840,C007953,03/09/2024,305.25,188.08,117.17,50.0,Success,CARD,R172804,USD,0.0,Partner,Partial payment
PM00002777,L0005674,C006430,16/11/2023,361.65,260.68,100.97,0.0,Pending,WALLET,R440761,USD,10.0,Agent,Manual payment
PM00002778,L0008264,C004830,"Dec 10, 2023",140.06,53.62,86.44,10.0,Failed,UPI,R263378,INR,60.0,BRANCH,Partial payment
PM00002779,L0002311,C006019,2025-04-07,254.08,154.98,99.1,0.0,Success,UPI,R555064,EUR,0.0,MobileApp,Manual payment
PM00002780,L0000505,C005174,28/01/2024,176.0,66.49,109.51,0.0,Failed,NETBANKING,R647602,USD,0.0,Agent,Auto-debit
PM00002781,L0000881,C003126,19-Oct-2024 12:27,89.56,37.87,51.69,20.0,failed,CASH,R833175,EUR,5.0,MobileApp,Manual payment
PM00002782,L0000654,C005881,21-Nov-2023 14:03,155.9,48.81,107.09,0.0,SUCCESS,CARD,R146085,INR,60.0,Online,Auto-debit
PM00002783,L0004935,C004833,2024/01/06 02:54:35,276.16,162.01,114.15,50.0,Success,CARD,R565123,INR,30.0,Online,Manual payment
PM00002784,L0008885,C002500,12-Jun-2025 19:39,193.31,err,126.31,0.0,SUCCESS,CASH,R744062,EUR,0.0,BRANCH,Manual payment
PM00002785,L0006745,C006871,2024/07/24 02:22:58,157.06,89.8,67.26,20.0,Pending,CARD,R808173,USD,30.0,MobileApp,Waiver applied
PM00002786,L0005722,C001011,08/04/2024,415.41,291.2,124.21,50.0,failed,CASH,R794448,INR,60.0,Online,Manual payment
PM00002787,L0009335,C003293,"Aug 06, 2024",450.97,258.88,192.09,0.0,Reversed,UPI,R607727,INR,5.0,BRANCH,Manual payment
PM00002788,L0009056,C005930,2024/10/10 20:36:25,101.66,63.28,38.38,0.0,Reversed,WALLET,R241136,USD,0.0,Branch,Manual payment
PM00002789,L0007409,C006272,2023-12-15,208.04,79.11,bad,0.0,Failed,NETBANKING,R798458,EUR,60.0,Agent,Waiver applied
PM00002790,L0002948,C005940,06-04-2024,170.93,52.9,118.03,50.0,failed,NETBANKING,,EUR,10.0,Branch,Partial payment
PM00002791,L0003370,C000371,04-18-2025,324.63,159.32,165.31,0.0,failed,CASH,R312351,INR,60.0,MobileApp,Auto-debit
PM00002792,L0009274,C006947,08-Jan-2024 06:16,28.28,13.67,14.61,50.0,Success,NETBANKING,R849308,EUR,10.0,BRANCH,On-time
PM00002793,L0001041,C006933,2024/07/21 04:58:23,156.45,115.55,40.9,10.0,Reversed,CASH,R242272,INR,0.0,Online,Waiver applied
PM00002794,L0006812,C003643,10-04-2025,279.69,191.39,88.3,10.0,Pending,NETBANKING,R409186,EUR,0.0,MobileApp,Auto-debit
PM00002795,L0008941,C004312,29/01/2025,157.3,55.22,102.08,0.0,Reversed,NETBANKING,R232529,EUR,10.0,Agent,Auto-debit
PM00002796,L0000364,C006949,2024/06/17 20:13:32,287.57,181.89,105.68,0.0,Failed,WALLET,R832206,USD,1112.63148951784,Agent,Auto-debit
PM00002797,L0003873,C006783,30/04/2024,409.86,317.5,92.36,20.0,Failed,CASH,R500565,EUR,0.0,Branch,On-time
PM00002798,L0008093,C007113,08/09/2024,229.11,174.59,54.52,50.0,Reversed,CARD,R472774,EUR,30.0,Partner,Manual payment
PM00002799,L0001163,C007954,24-Jul-2024 14:23,240.79,135.81,104.98,0.0,SUCCESS,CASH,R177558,INR,0.0,Online,Partial payment
PM00002800,L0007508,C007474,15/09/2024,486.94,361.72,125.22,0.0,Success,CARD,R854172,INR,60.0,Partner,Partial payment
PM00002801,L0008517,C000036,2024-07-02,324.45,219.94,104.51,0.0,SUCCESS,CASH,R223875,INR,0.0,MobileApp,Waiver applied
PM00002802,L0004374,C006169,2025-01-28,222.01,138.04,83.97,0.0,Pending,CARD,R153447,EUR,60.0,Agent,Manual payment
PM00002803,L0002480,C003128,24-Sep-2024 15:29,302.85,162.87,139.98,10.0,Failed,,,INR,0.0,Online,Auto-debit
PM00002804,L0008225,C006358,26/02/2024,237.01,163.65,73.36,20.0,SUCCESS,UPI,R850009,EUR,0.0,Partner,Partial payment
PM00002805,L0009424,C000166,2024-05-27,70.67,52.9,17.77,0.0,SUCCESS,CASH,R836245,INR,0.0,Agent,Waiver applied
PM00002806,L0004585,C005405,10/08/2025,320.28,124.03,196.25,20.0,Pending,CASH,R355272,INR,0.0,Branch,Manual payment
PM00002807,L0009987,C005698,21/05/2025,353.73,147.27,206.46,10.0,SUCCESS,CARD,R358972,INR,0.0,Branch,Partial payment
PM00002808,L0005471,C003988,2025/05/27 18:39:40,226.96,98.84,128.12,20.0,Pending,CARD,R349253,INR,0.0,Agent,On-time
PM00002809,L0008672,C007404,06-24-2024,,79.81,107.89,20.0,Pending,NETBANKING,R317488,EUR,0.0,MobileApp,Partial payment
PM00002810,L0007224,C001116,2023/11/30 03:09:37,355.69,257.69,98.0,10.0,SUCCESS,WALLET,R945133,USD,10.0,BRANCH,Waiver applied
