Channel,City,Currency,CustomerID,Device,Discount,FraudFlag,LoanID,Merchant,PaymentMethod,ProductCategory,Quantity,Region,SKU,Timestamp,TotalAmount,TransactionID,UnitPrice
Mobile,bengaluru,USD,CUST001063,iOS,0.39,false,LN008686,Walmart,Netbanking,Grocery,3,Latam,GRO-879245,2024-02-20,91903.9,TX004822,50220.71
Mobile,Toronto,INR,CUST006741,POS,0.33,false,LN001037,BestBuy,Upi,Electronics,1,Apac,ELE-428304,2023-09-26,38908.43,TX008319,58072.29
Mobile,kolkata,EUR,CUST006952,iOS,0.25,false,LN009877,Amazon,Neft,Apparel,1,EMEA,APP-199035,2025-01-10,65258.12,TX000411,87010.83
Online,MADRID,AED,CUST007994,POS,0.13,false,LN009875,IKEA,Cash,Grocery,1,MEA,GRO-498300,2024-11-08,58737.96,TX008419,67514.9
Online,pune,INR,CUST008312,Android,0.08,false,LN005626,Amazon,Upi,Grocery,1,APAC,GRO-259804,2021-01-01,195723.74,TX008093,113454.91
In-Store,Hyderabad,AED,CUST003961,Android,0.05,true,LN004465,Reliance Retail,Card,Grocery,3,mea,GRO-437095,2023-06-22,152678.18,TX006356,53571.29
Mobile,BENGALURU,USD,CUST009564,POS,0.29,false,LN004766,IKEA,Neft,Apparel,4,amer,APP-954092,2025-07-14,6892.71,TX007157,2427.01
In-Store,Chennai,INR,CUST002095,iOS,0.04,false,LN003866,BestBuy,Auto-debit,Automotive,4,APAC,AUT-106535,2019-07-19,29705.51,TX000662,7735.81
In-Store,sao paulo,USD,CUST007612,Web,0.25,false,LN009923,Reliance Retail,Neft,Apparel,1,LATAM,APP-890568,2021-11-05,92993.75,TX004635,123991.67
In-Store,Delhi,AED,CUST009339,iOS,0.05,false,LN009196,Flipkart,Cash,Beauty,1,MEA,BEA-999919,2025-05-06,7576.33,TX000105,7975.08
Mobile,delhi,AED,CUST007789,Web,0.13,false,LN008936,BestBuy,Neft,Grocery,1,MEA,GRO-713158,2020-12-16,54196.37,TX003429,62294.68
Mobile,SAO PAULO,EUR,CUST001339,POS,0.13,false,LN001483,Walmart,Cash,Automotive,1,EMEA,AUT-266912,2021-05-24,75383.11,TX002816,137341.7
Online,MUMBAI,AED,CUST001321,Android,0.18,false,LN008727,Myntra,Netbanking,Apparel,1,Mea,APP-758634,2024-09-29,78026.16,TX001438,95153.85
Mobile,MUMBAI,USD,CUST004581,Web,0.21,false,LN001658,IKEA,Neft,Books,1,LATAM,BOO-185026,2020-12-23,79470.55,TX001529,100595.63
In-Store,DOHA,USD,CUST005809,POS,0.21,false,LN007835,Myntra,Card,Automotive,1,amer,AUT-119119,2024-08-17,157649.77,TX005420,57745.2
Online,hyderabad,USD,CUST000461,Web,0.19,false,LN005721,Reliance Retail,Upi,Electronics,1,amer,ELE-262794,2024-09-18,100809.66,TX003987,124456.37
In-Store,DELHI,USD,CUST002591,Android,0.24,false,LN001172,BestBuy,Neft,Home,1,Latam,HOM-575559,2025-01-27,59238.01,TX009577,77944.75
Online,Delhi,AED,CUST006258,Web,0.06,false,LN002793,DMart,Auto-debit,Apparel,1,Mea,APP-450850,2020-05-20,90289.23,TX001106,96052.37
Online,Doha,EUR,CUST000158,iOS,0.3,false,LN001950,Noon,Card,Electronics,1,Emea,ELE-483312,2024-01-13,25037.38,TX003466,35767.69
In-Store,sao paulo,EUR,CUST008598,Android,0.26,true,LN004790,BestBuy,Netbanking,Automotive,1,EMEA,AUT-599320,2023-03-09,48336.8,TX002558,65320
Mobile,Hyderabad,AED,CUST000760,Android,0.16,false,LN004147,Noon,Card,Home,2,mea,HOM-238956,2025-05-06,170976.56,TX001717,101771.76
In-Store,LONDON,EUR,CUST001642,Web,0.16,false,LN003514,Noon,Neft,Apparel,1,Emea,APP-606996,2025-10-21,180947.87,TX006116,34934.83
In-Store,ahmedabad,EUR,CUST003790,iOS,0.33,false,LN003686,Walmart,Card,Beauty,2,EMEA,BEA-394775,2025-06-03,65320.86,TX005951,48746.91
Mobile,PUNE,USD,CUST004061,POS,0.01,false,LN007502,Carrefour,Auto-debit,Toys,1,LATAM,TOY-785713,2024-10-07,22525.04,TX002955,22752.57
Mobile,dubai,INR,CUST006584,POS,0.16,false,LN002913,IKEA,Cash,Home,1,APAC,HOM-844964,2021-05-30,429.67,TX004378,511.51
Mobile,DELHI,INR,CUST007495,iOS,0.37,false,LN004422,Reliance Retail,Netbanking,Apparel,1,Apac,APP-310250,2023-02-11,26597.01,TX003563,42217.47
Mobile,Delhi,INR,CUST008088,iOS,0.26,false,LN004308,IKEA,Upi,Home,2,apac,HOM-853560,2020-06-05,147063.53,TX007312,99367.25
In-Store,Chennai,INR,CUST001917,iOS,0.3,false,LN004400,Carrefour,Card,Home,1,apac,HOM-767892,2023-02-08,78734.36,TX001036,112477.66
Online,Hyderabad,USD,CUST005218,Android,0.24,false,LN002076,Walmart,Card,Electronics,1,amer,ELE-955137,2022-05-29,111288.1,TX005260,146431.71
Mobile,toronto,USD,CUST007422,Android,0.33,false,LN003195,BestBuy,Upi,Beauty,2,Latam,BEA-103126,2021-02-21,111618.04,TX003597,141861.7
Mobile,TORONTO,INR,CUST002459,Android,0.02,false,LN002497,Myntra,Netbanking,Electronics,1,Apac,ELE-848682,2024-04-15,14749.68,TX004255,15050.69
Mobile,Ahmedabad,EUR,CUST001064,Android,0.22,false,LN005021,Flipkart,Auto-debit,Beauty,1,EMEA,BEA-390475,2024-12-03,62296.76,TX008950,79867.64
In-Store,NEW YORK,USD,CUST004393,Android,0.23,false,LN000792,Walmart,Card,Electronics,3,AMER,ELE-162343,2023-02-11,269580.83,TX007335,116701.66
In-Store,Dubai,AED,CUST004615,iOS,0.03,false,LN007466,Noon,Auto-debit,Grocery,1,MEA,GRO-168923,2022-07-24,103507.87,TX009108,42030.62
Mobile,DUBAI,USD,CUST005466,iOS,0.23,false,LN003327,Flipkart,Auto-debit,Toys,1,LATAM,TOY-339904,2020-02-29,120174.05,TX000792,14784.71
In-Store,pune,AED,CUST001736,POS,0.38,false,LN004761,Amazon,Netbanking,Electronics,3,MEA,ELE-895884,2022-09-14,19931.1,TX001617,131296.77
Online,Bengaluru,INR,CUST009176,POS,0.18,false,LN003877,Myntra,Neft,Toys,5,Apac,TOY-401525,2020-03-27,60691.25,TX005403,112642.48
Mobile,paris,AED,CUST009476,Web,0.1,false,LN000908,BestBuy,Netbanking,Automotive,2,Mea,AUT-279778,2023-02-11,125308.79,TX007451,149030.56
Mobile,bengaluru,EUR,CUST004771,Android,0.36,false,LN002764,DMart,Upi,Grocery,1,emea,GRO-595978,2023-02-11,17527.3,TX009328,27386.41
In-Store,Hyderabad,AED,CUST001138,POS,0.22,false,LN005513,Amazon,Neft,Apparel,2,Mea,APP-489654,2025-05-05,113478.63,TX005380,72742.71
Mobile,pune,USD,CUST000851,Web,0,false,LN005867,Carrefour,Netbanking,Books,2,LATAM,BOO-820400,2025-07-27,27594.69,TX009164,32207.48
Online,Paris,AED,CUST008912,Web,0.23,false,LN009291,BestBuy,Auto-debit,Grocery,1,MEA,GRO-517969,2024-11-02,115223.78,TX006894,149641.27
Mobile,MADRID,USD,CUST001688,iOS,0.16,false,LN003194,Walmart,Netbanking,Home,1,AMER,HOM-848919,2025-01-13,105323.2,TX004447,125384.76
Mobile,TORONTO,INR,CUST005261,POS,0.13,false,LN006526,Walmart,Neft,Beauty,2,apac,BEA-200732,2025-06-20,132675.95,TX002215,0.01
Online,Kolkata,EUR,CUST000522,iOS,0.37,false,LN002820,Noon,Cash,Home,3,EMEA,HOM-941501,2022-01-01,69916.52,TX003468,36992.87
Online,hyderabad,INR,CUST005764,Android,0.25,false,LN007793,Carrefour,Netbanking,Beauty,3,APAC,BEA-658918,2022-02-26,110087.82,TX002709,48927.92
Online,Mumbai,USD,CUST006711,iOS,0.01,false,LN003594,Walmart,Upi,Apparel,3,AMER,APP-692787,2022-12-11,242815.26,TX003131,81755.98
In-Store,Pune,USD,CUST007398,Web,0.18,false,LN005291,Amazon,Netbanking,Electronics,3,Latam,ELE-791598,2020-03-17,45189.07,TX004384,18369.54
Online,BERLIN,AED,CUST005632,iOS,0.38,false,LN001065,Flipkart,Card,Grocery,3,mea,GRO-332706,2020-10-29,67480.6,TX007948,36279.89
Mobile,Paris,INR,CUST008906,POS,0.22,false,LN007308,BestBuy,Upi,Grocery,3,Apac,GRO-891806,2022-12-30,41666.28,TX005725,108090.47
Mobile,dubai,EUR,CUST005266,POS,0.37,false,LN007423,IKEA,Neft,Books,1,emea,BOO-401912,2025-05-23,42578.99,TX006076,67585.7
Online,AHMEDABAD,INR,CUST000496,Android,0.06,false,LN009926,DMart,Card,Home,0,Apac,HOM-163553,2019-12-29,123687.96,TX009782,65791.47
Mobile,Toronto,USD,CUST006171,iOS,0.06,false,LN007361,DMart,Upi,Toys,4,Amer,TOY-896029,2020-09-24,265405.09,TX004819,70586.46
Online,london,EUR,CUST000930,iOS,0.09,false,LN009756,Flipkart,Upi,Grocery,1,emea,GRO-207018,2023-02-11,19327.89,TX002108,21239.44
Online,NEW YORK,USD,CUST003057,Android,0.15,false,LN001549,Flipkart,Auto-debit,Home,5,amer,HOM-992687,2024-07-04,74157.23,TX008580,19393.49
In-Store,MUMBAI,AED,CUST002498,Web,0.33,false,LN007350,BestBuy,Netbanking,Books,2,MEA,BOO-565864,2020-12-19,161977.65,TX000010,120878.84
Mobile,london,INR,CUST005383,POS,0.09,false,LN003657,BestBuy,Cash,Books,1,APAC,BOO-974582,2022-04-23,80419.34,TX009185,88372.9
Online,Chennai,USD,CUST000161,POS,0.31,false,LN008656,BestBuy,Neft,Books,1,LATAM,BOO-735608,2019-05-15,26925.41,TX003262,39022.33
In-Store,pune,USD,CUST004727,Web,0.2,false,LN000004,Noon,Card,Grocery,1,LATAM,GRO-101656,2023-01-31,104171.29,TX005262,130214.11
Online,doha,AED,CUST001042,Android,0.25,false,LN005913,DMart,Card,Electronics,2,mea,ELE-348584,2024-05-09,53682.94,TX008565,35788.63
In-Store,Toronto,USD,CUST007940,POS,0.13,false,LN004786,Noon,Auto-debit,Grocery,1,latam,GRO-253945,2023-02-09,78570.57,TX005730,90311
Mobile,New York,USD,CUST007170,Web,0.34,false,LN002670,Carrefour,Auto-debit,Beauty,1,amer,BEA-994096,2022-02-19,92545.13,TX007314,140219.9
In-Store,delhi,USD,CUST002168,Android,0.25,false,LN009564,DMart,Auto-debit,Electronics,2,AMER,ELE-845784,2023-02-11,172328.68,TX002985,114885.79
Mobile,mumbai,EUR,CUST002257,iOS,0,false,LN002220,Amazon,Auto-debit,Electronics,1,Emea,ELE-744897,2023-02-11,33532.1,TX001642,29807.17
Online,Madrid,USD,CUST007940,Web,0.19,false,LN004706,Noon,Auto-debit,Grocery,1,Amer,GRO-899849,2023-02-11,39799.12,TX002725,49134.71
Mobile,Bengaluru,INR,CUST009893,Android,0.04,false,LN000570,Reliance Retail,Auto-debit,Home,3,apac,HOM-245963,2022-06-08,96859.76,TX002217,33631.86
Online,toronto,USD,CUST003016,iOS,0.25,false,LN002185,IKEA,Auto-debit,Electronics,1,AMER,ELE-144421,2020-05-13,140393.91,TX004971,91410.35
In-Store,Bengaluru,USD,CUST005191,Android,0.06,false,LN002934,IKEA,Cash,Grocery,3,latam,GRO-502782,2022-08-20,134870.17,TX009839,47826.3
Mobile,san francisco,AED,CUST008136,iOS,0.08,false,LN009016,BestBuy,Card,Books,1,MEA,BOO-805953,2024-09-07,12511.17,TX002752,13599.1
Mobile,Chennai,EUR,CUST005289,iOS,0.22,false,LN008978,DMart,Upi,Beauty,2,EMEA,BEA-806429,2021-02-08,138923.32,TX004228,89053.41
Online,New York,INR,CUST007015,iOS,0.35,false,LN004311,Walmart,Card,Grocery,1,apac,GRO-262917,2023-08-13,84681.79,TX008836,130279.68
In-Store,DOHA,INR,CUST004286,iOS,0.33,false,LN008939,Flipkart,Neft,Beauty,1,Apac,BEA-894815,2023-02-11,82535.76,TX008139,123187.7
Online,TORONTO,AED,CUST004005,Web,0.37,false,LN009317,BestBuy,Cash,Books,2,mea,BOO-897181,2024-01-17,-9999.99,TX003527,97398.79
Mobile,new york,USD,CUST003840,Android,0.28,false,LN005777,BestBuy,Neft,Books,1,Amer,BOO-730946,2019-11-22,38667.43,TX008640,53704.76
Online,Bengaluru,USD,CUST006237,POS,0.12,false,LN007342,Reliance Retail,Auto-debit,Electronics,3,Latam,ELE-491928,2023-02-11,80552.63,TX003063,30512.36
In-Store,DUBAI,USD,CUST000037,iOS,0.37,false,LN008019,Flipkart,Auto-debit,Books,2,Latam,BOO-341517,2024-10-31,5321.72,TX001601,4223.59
Online,DUBAI,INR,CUST002856,iOS,0.31,false,LN007194,DMart,Upi,Grocery,2,APAC,GRO-409496,2019-08-01,141934.3,TX003511,102850.94
Mobile,NEW YORK,EUR,CUST007455,Android,0.35,false,LN002873,Flipkart,Auto-debit,Grocery,2,EMEA,GRO-947212,2022-04-20,98342.05,TX005233,75647.73
In-Store,KOLKATA,INR,CUST009736,iOS,0.03,false,LN004673,Reliance Retail,Cash,Apparel,1,apac,APP-267050,2022-05-16,86552.86,TX001583,89229.75
Mobile,ahmedabad,USD,CUST004286,Android,0.4,false,LN008939,DMart,Auto-debit,Beauty,1,Amer,BEA-984668,2023-03-22,88486.45,TX004708,147477.42
In-Store,dubai,EUR,CUST000251,Android,0.2,false,LN004494,DMart,Cash,Apparel,1,Emea,APP-869828,2020-11-12,43328.98,TX001295,54161.23
Online,mumbai,USD,CUST003368,POS,0.15,false,LN008760,Reliance Retail,Neft,Toys,3,amer,TOY-888297,2022-11-18,109665.68,TX008245,56883.38
Online,London,AED,CUST002727,Android,0.38,false,LN004478,Walmart,Netbanking,Grocery,1,Mea,GRO-466425,2023-02-11,40169.21,TX006695,64789.05
In-Store,BENGALURU,USD,CUST009523,POS,0.11,false,LN006573,BestBuy,Auto-debit,Apparel,4,AMER,APP-254344,2023-10-11,102777.34,TX008599,28870.04
In-Store,DOHA,INR,CUST000304,Web,0.39,false,LN005633,Walmart,Auto-debit,Home,5,Apac,HOM-434387,2025-07-07,13792.37,TX005219,144774.6
Mobile,DELHI,EUR,CUST003155,iOS,0.04,false,LN006931,Flipkart,Netbanking,Grocery,1,Emea,GRO-330061,2019-07-10,32948.35,TX002763,34321.2
In-Store,sao paulo,EUR,CUST004840,POS,0.29,false,LN008861,Flipkart,Netbanking,Books,1,EMEA,BOO-517537,2023-02-11,19083.29,TX007073,26877.87
Mobile,doha,AED,CUST006542,iOS,0,false,LN001367,Flipkart,Neft,Beauty,3,mea,BEA-801576,2021-09-25,4230.49,TX009710,61977.04
Mobile,sao paulo,USD,CUST002920,POS,0.39,false,LN001591,DMart,Neft,Automotive,1,Amer,AUT-586720,2023-02-11,41947.97,TX004132,68767.17
Mobile,Sao Paulo,AED,CUST000642,Android,0.16,false,LN004887,Reliance Retail,Auto-debit,Automotive,3,Mea,AUT-785100,2024-03-25,99026.3,TX006231,39296.15
In-Store,SAN FRANCISCO,USD,CUST003759,Android,0.33,false,LN009199,Walmart,Netbanking,Home,1,latam,HOM-201313,2020-12-28,65765.67,TX000817,75864.25
Online,berlin,USD,CUST006365,Android,0.1,false,LN006142,Walmart,Netbanking,Books,4,amer,BOO-765133,2019-04-11,201330,TX008253,55925
Mobile,Dubai,AED,CUST002261,Android,0.38,false,LN009972,Noon,Auto-debit,Electronics,2,MEA,ELE-363679,2023-12-19,47650.99,TX002718,38428.22
Mobile,DELHI,USD,CUST001147,POS,0.32,false,LN008641,Carrefour,Card,Grocery,1,Latam,GRO-151360,2025-02-26,82096.71,TX004138,120730.46
In-Store,Sao Paulo,USD,CUST001782,iOS,0.38,false,LN002425,Walmart,Card,Home,1,LATAM,HOM-307755,2025-10-10,44925.62,TX006417,72460.67
In-Store,bengaluru,INR,CUST000286,Android,0.28,false,LN000926,Carrefour,Card,Grocery,1,Apac,GRO-431226,2022-05-14,79178.82,TX000971,109970.58
Online,DUBAI,USD,CUST007742,Android,0.04,false,LN008411,Walmart,Upi,Apparel,2,latam,APP-469376,2024-06-16,23701.54,TX003011,12344.55
Online,pune,INR,CUST009856,Web,0.07,false,LN008179,Amazon,Upi,Apparel,1,Apac,APP-145509,2022-08-27,96673.8,TX009239,103950.32
Online,Dubai,USD,CUST008774,POS,0.14,false,LN007360,Carrefour,Cash,Home,2,Latam,HOM-418340,2023-04-14,167595.11,TX004322,97439.02
In-Store,dubai,EUR,CUST005940,iOS,0.24,false,LN002553,DMart,Auto-debit,Apparel,4,EMEA,APP-955709,2023-01-10,249169.04,TX004636,81963.5
Mobile,MUMBAI,INR,CUST008911,POS,0.25,false,LN003331,Flipkart,Cash,Automotive,2,APAC,AUT-153660,2021-03-30,104737.53,TX006371,19792.83
Mobile,delhi,EUR,CUST001558,Web,0.03,false,LN005942,IKEA,Card,Apparel,3,EMEA,APP-955188,2023-02-11,169901.86,TX008442,58385.52
Mobile,ahmedabad,INR,CUST003362,Android,0.33,false,LN006604,Myntra,Netbanking,Grocery,3,Apac,GRO-433477,2020-05-12,221283.01,TX008842,110091.05
Online,Dubai,INR,CUST002892,Web,0.04,false,LN005739,Walmart,Neft,Apparel,1,APAC,APP-277523,2019-02-14,74882.93,TX008777,78003.05
Online,New York,EUR,CUST005809,iOS,0.2,false,LN007835,Flipkart,Upi,Grocery,1,emea,GRO-593948,2020-04-19,118668.96,TX008925,148336.2
Mobile,Delhi,EUR,CUST005848,Web,0.04,false,LN004798,Walmart,Upi,Electronics,1,Emea,ELE-345007,2024-11-06,83765.69,TX009806,87255.93
In-Store,MADRID,AED,CUST005327,Android,0.11,false,LN003310,DMart,Netbanking,Toys,1,MEA,TOY-886028,2020-07-29,73200.83,TX003048,82248.12
Online,NEW YORK,USD,CUST004518,iOS,0.14,false,LN005704,Noon,Card,Electronics,4,AMER,ELE-468076,2020-01-27,152986.71,TX009526,81232.41
Mobile,DUBAI,AED,CUST008987,POS,0.11,false,LN002080,Walmart,Netbanking,Electronics,1,mea,ELE-221390,2020-01-14,0,TX002907,121099.24
Online,San Francisco,INR,CUST002357,iOS,0.3,false,LN009575,Amazon,Cash,Home,1,Apac,HOM-376175,2023-02-11,113639.03,TX000897,0
Mobile,Toronto,USD,CUST009558,Web,0.31,false,LN006329,IKEA,Auto-debit,Toys,2,latam,TOY-981923,2022-10-23,189587.56,TX001179,137382.29
Mobile,AHMEDABAD,INR,CUST003463,Android,0.01,false,LN003387,BestBuy,Upi,Electronics,1,Apac,ELE-267244,2024-10-04,34667.62,TX007144,35017.8
Mobile,SAN FRANCISCO,USD,CUST004479,POS,0.31,false,LN006682,Noon,Auto-debit,Apparel,1,Latam,APP-822387,2024-11-09,79600.75,TX004242,115363.4
Mobile,delhi,INR,CUST000407,iOS,0.31,false,LN008035,Myntra,Card,Home,2,Apac,HOM-827038,2023-02-11,54917.67,TX004622,39795.41
Online,san francisco,AED,CUST006600,Web,0.17,false,LN006878,Reliance Retail,Neft,Apparel,2,Mea,APP-733160,2019-11-07,164610.53,TX003154,124050.7
Online,san francisco,AED,CUST000114,iOS,0.12,false,LN006241,DMart,Neft,Grocery,1,MEA,GRO-240013,2023-05-12,30487.2,TX007857,122921.15
Online,AHMEDABAD,USD,CUST007371,iOS,0.28,false,LN002103,Myntra,Upi,Books,2,LATAM,BOO-980678,2019-02-07,100015.22,TX003400,49862.59
In-Store,paris,USD,CUST008413,Web,0.09,false,LN005384,Reliance Retail,Neft,Apparel,4,latam,APP-494163,2021-10-11,196211.62,TX000570,53904.29
Mobile,dubai,USD,CUST000642,iOS,0.25,false,LN001430,Noon,Card,Books,2,amer,BOO-785970,2024-10-24,198555.38,TX003460,132370.25
Online,Berlin,USD,CUST009650,Android,0.07,false,LN009616,Reliance Retail,Card,Books,2,LATAM,BOO-202822,2025-10-23,208649.48,TX007051,112177.14
Mobile,kolkata,INR,CUST008654,iOS,0.32,false,LN005728,Carrefour,Neft,Home,2,APAC,HOM-660790,2020-10-03,83326.91,TX003168,61269.79
Online,toronto,USD,CUST008496,iOS,0.34,false,LN003674,Flipkart,Netbanking,Electronics,1,latam,ELE-458792,2021-07-16,45732.96,TX001224,69292.36
Mobile,Toronto,EUR,CUST005479,Web,0.36,false,LN008737,Amazon,Auto-debit,Electronics,5,Emea,ELE-694842,2025-01-17,6929.07,TX000079,94277.28
Online,sao paulo,EUR,CUST003710,POS,0.12,false,LN001340,Flipkart,Card,Books,1,EMEA,BOO-872231,2019-10-03,107847.77,TX007409,112959.29
In-Store,SAN FRANCISCO,EUR,CUST002271,Web,0.25,false,LN009251,Myntra,Cash,Electronics,2,EMEA,ELE-523746,2020-03-29,57958.12,TX000027,26298.04
In-Store,toronto,AED,CUST004616,Android,0.31,false,LN003904,Myntra,Cash,Grocery,3,MEA,GRO-897768,2023-02-11,156531.04,TX006412,75618.86
Online,MUMBAI,USD,CUST007398,POS,0.38,false,LN005291,BestBuy,Cash,Toys,1,LATAM,TOY-979143,2025-09-15,76200.53,TX000526,122904.08
In-Store,Hyderabad,AED,CUST004476,iOS,0.23,false,LN004947,IKEA,Neft,Books,0,Mea,BOO-611105,2023-02-11,72645.74,TX005930,44652.32
In-Store,MADRID,AED,CUST009473,Web,0.28,false,LN005432,DMart,Card,Toys,2,MEA,TOY-389874,2022-03-15,127616.96,TX003287,88622.89
Online,NEW YORK,EUR,CUST000384,Web,0.26,false,LN006311,Noon,Card,Beauty,2,emea,BEA-166030,2023-02-11,61451.21,TX009535,41521.09
Mobile,Ahmedabad,USD,CUST005852,POS,0.1,false,LN001472,Reliance Retail,Neft,Grocery,1,latam,GRO-949307,2023-02-11,80195.39,TX002363,89105.99
Online,dubai,EUR,CUST004656,iOS,0.07,false,LN002291,DMart,Cash,Apparel,1,emea,APP-565170,2023-02-11,40165.7,TX001645,43188.93
Online,doha,INR,CUST001973,Web,0.04,false,LN009806,Walmart,Neft,Electronics,1,Apac,ELE-214801,2023-03-07,139992.58,TX005410,145825.6
In-Store,doha,AED,CUST007054,Web,0.05,false,LN001400,Carrefour,Netbanking,Grocery,1,Mea,GRO-902843,2025-02-16,56233.77,TX009572,59193.44
Mobile,berlin,USD,CUST002162,Web,0.35,false,LN005087,Noon,Card,Toys,1,AMER,TOY-719863,2023-08-12,6448.31,TX006968,9920.47
In-Store,PUNE,EUR,CUST003584,iOS,0.04,false,LN005559,DMart,Cash,Books,1,emea,BOO-317744,2021-05-28,95016.69,TX001632,98975.72
Mobile,Paris,INR,CUST004827,Web,0.35,true,LN004419,Carrefour,Netbanking,Automotive,1,Apac,AUT-484119,2023-02-11,69830.7,TX004456,32782.8
In-Store,paris,USD,CUST006459,Android,0.07,false,LN008744,IKEA,Auto-debit,Toys,1,Latam,TOY-524566,2019-01-22,59848.93,TX004376,64353.69
Online,paris,AED,CUST005092,Web,0.15,false,LN003237,DMart,Netbanking,Home,3,mea,HOM-416113,2020-11-30,282678.52,TX002429,110854.32
Online,DUBAI,EUR,CUST008670,Web,0.15,false,LN004195,Walmart,Neft,Automotive,1,EMEA,AUT-840257,2020-01-19,179245.34,TX001345,64300.79
Mobile,DELHI,AED,CUST000001,Web,0.14,false,LN005753,Noon,Netbanking,Home,3,mea,HOM-383605,2020-01-04,126741.18,TX004949,49124.49
Online,Kolkata,AED,CUST001561,Android,0.37,false,LN009044,BestBuy,Cash,Automotive,5,MEA,AUT-641491,2019-09-09,98367.98,TX003041,31227.93
Mobile,Delhi,USD,CUST004903,Web,0.37,false,LN006435,Myntra,Netbanking,Home,3,latam,HOM-257568,2021-08-09,149629.71,TX008610,79169.16
Online,CHENNAI,INR,CUST007461,POS,0.12,false,LN004701,DMart,Upi,Home,1,Apac,HOM-740252,2024-10-06,19101.25,TX004241,21705.97
Online,mumbai,USD,CUST008051,Android,0.27,false,LN009724,BestBuy,Auto-debit,Books,1,latam,BOO-960462,2023-08-16,57481.84,TX001512,78742.25
Mobile,PARIS,USD,CUST001425,POS,0.34,false,LN004920,Myntra,Card,Grocery,1,Latam,GRO-689372,2023-02-11,0,TX001956,6849.94
In-Store,MUMBAI,INR,CUST003426,Android,0.14,false,LN007438,Noon,Neft,Beauty,4,APAC,BEA-885864,2022-08-29,139045.94,TX006822,40420.33
In-Store,Madrid,INR,CUST002738,POS,0.07,true,LN007752,Flipkart,Neft,Apparel,1,APAC,APP-619609,2023-02-11,44023.09,TX001871,47336.66
In-Store,LONDON,INR,CUST007723,POS,0.05,false,LN002615,Myntra,Card,Automotive,2,Apac,AUT-585189,2020-05-25,190418.72,TX005396,100220.38
Online,Hyderabad,AED,CUST007607,Web,0.11,false,LN003615,Walmart,Cash,Grocery,1,mea,GRO-692182,2024-05-22,66927.41,TX003539,75199.34
Mobile,KOLKATA,USD,CUST003939,iOS,0.21,false,LN001237,Walmart,Netbanking,Books,1,LATAM,BOO-165912,2023-02-11,75833.28,TX002470,95991.49
In-Store,Chennai,USD,CUST008403,Web,0.35,false,LN000583,Amazon,Card,Apparel,1,Latam,APP-847066,2023-10-11,23797.48,TX006373,60861.43
Online,san francisco,USD,CUST003147,iOS,0.18,false,LN008567,Amazon,Card,Books,1,amer,BOO-994120,2022-12-02,18760.64,TX005658,22878.83
In-Store,kolkata,INR,CUST007439,Android,0.11,false,LN003548,Walmart,Cash,Grocery,1,Apac,GRO-104512,2021-09-16,54281.57,TX002935,60990.53
Mobile,toronto,AED,CUST003619,Web,0.3,true,LN000395,Walmart,Upi,Home,3,MEA,HOM-542254,2023-02-11,28602.33,TX001523,22223.49
In-Store,paris,EUR,CUST005793,iOS,0.16,false,LN001458,Carrefour,Netbanking,Beauty,1,emea,BEA-445354,2024-06-18,50376.32,TX000916,77519.62
Mobile,pune,USD,CUST009856,iOS,0.14,false,LN003405,Amazon,Netbanking,Automotive,1,amer,AUT-911798,2019-12-13,71428.99,TX001826,83056.97
Online,Mumbai,INR,CUST009638,Android,0,false,LN007500,Amazon,Neft,Books,2,apac,BOO-149343,2020-07-31,24873.12,TX006254,18024
In-Store,San Francisco,EUR,CUST002197,Web,0,false,LN009858,Carrefour,Netbanking,Beauty,1,EMEA,BEA-276442,2025-06-13,44204.39,TX001862,44204.39
In-Store,dubai,USD,CUST006585,Web,0.28,false,LN007863,Reliance Retail,Upi,Toys,3,Latam,TOY-835250,2023-04-06,12495.66,TX009902,5785.03
Mobile,paris,INR,CUST008556,Web,0.07,false,LN002631,DMart,Upi,Electronics,1,Apac,ELE-497747,2023-02-11,70308.22,TX005386,75600.24
Mobile,Paris,INR,CUST003429,iOS,0.23,false,LN009243,Reliance Retail,Neft,Automotive,1,Apac,AUT-614766,2024-06-01,123275.17,TX008500,7253.92
Online,doha,USD,CUST003378,iOS,0.01,false,LN003556,DMart,Auto-debit,Automotive,2,latam,NaN,2024-04-20,129402.6,TX008692,65354.85
Online,Madrid,EUR,CUST006522,iOS,0.24,false,LN002071,Walmart,Cash,Apparel,3,Emea,APP-742258,2025-03-12,88458.51,TX008386,24888.7
Mobile,NEW YORK,USD,CUST005652,Android,0.15,false,LN002519,Noon,Card,Books,3,Latam,BOO-831018,2021-01-26,77779.57,TX001815,80321.2
Mobile,london,INR,CUST003227,Web,0.1,false,LN005257,DMart,Card,Home,3,Apac,HOM-329085,2023-07-03,53070.23,TX008272,19655.64
Mobile,MADRID,AED,CUST003088,Web,0.06,false,LN000205,Noon,Upi,Beauty,5,MEA,BEA-688498,2020-04-17,160617.28,TX006230,34173.89
Online,TORONTO,EUR,CUST002035,Web,0.29,false,LN001296,Noon,Netbanking,Toys,1,emea,TOY-305055,2021-05-29,75582.92,TX007105,106454.81
Mobile,BENGALURU,AED,CUST004467,Android,0.2,false,LN006460,Amazon,Card,Grocery,1,MEA,GRO-693864,2023-02-11,102828.11,TX008747,133282.89
