LoanID,CustomerID,LoanType,PrincipalAmount,InterestRate,TermMonths,StartDate,EndDate,EMIAmount,PaymentStatus,PaymentType,LastPaymentDate,DefaultFlag
LN004469,CUST000512,Home,2704201,15.25,12,2025-04-25,2026-05-29,259715.97,On-time,Cash,2025-07-01,0
LN004598,CUST007138,Credit Line,930142,6.96,60,2018-06-20,2023-07-13,20897.19,Late,Cash,2018-08-29,0
LN004620,CUST004965,Business,2100557,13.23,60,2016-06-11,2021-03-17,58167.92,On-time,Neft,2016-08-24,0
LN004972,CUST002278,Home,3063545,20.04,36,2017-01-18,2020-02-01,136259.67,On-time,Upi,2017-04-17,0
LN005364,CUST008011,Auto,4176335,8.63,36,2019-05-22,2022-05-15,146044.11,On-time,Cash,2019-06-22,0
LN005573,CUST000980,Personal,1908841,8.44,72,2025-07-28,2031-06-13,39937.2,On-time,Upi,2025-10-09,0
LN005597,CUST009041,Personal,10000,13.42,36,2017-02-02,2019-11-27,169726.56,On-time,Upi,2017-05-04,0
LN005862,CUST003758,Personal,3750042,9.72,60,2017-06-09,2022-04-18,92876.04,On-time,Card,2017-07-19,0
LN006048,CUST006132,Personal,2182877,13.09,24,2022-08-20,2024-07-30,114764.76,On-time,Upi,2022-10-10,0
LN006765,CUST008066,Education,4717835,16.48,48,2018-02-19,2022-01-25,163079.83,On-time,Cash,2018-05-11,0
LN006938,CUST008328,Education,3269813,10.51,18,2025-02-08,2026-06-03,210294.39,On-time,Auto-debit,2025-05-05,0
LN007151,CUST009596,Education,773804,21.68,48,2017-06-11,2021-05-30,30100.98,On-time,Upi,2017-09-03,0
LN007152,CUST004953,Personal,2661074,17.68,48,2022-01-26,2025-11-17,94645.53,On-time,Cash,2022-03-23,0
LN007372,CUST007629,Personal,631322,12.41,18,2023-10-13,2025-04-02,41602.37,Late,Auto-debit,2023-12-31,0
LN007458,CUST003290,Home,101882,14.88,60,2016-02-08,2021-02-02,2961.37,On-time,Card,2016-03-09,0
LN007766,CUST001286,Personal,4658955,7.19,18,2021-09-24,2023-03-10,286745.74,On-time,Cash,2021-11-28,0
LN007770,CUST005100,Home,4514550,13.19,36,2017-09-30,2020-09-20,175026.6,On-time,Netbanking,2017-11-21,1
LN008013,CUST000221,Personal,3421917,11.11,24,2023-04-15,2025-04-27,174261.12,On-time,Auto-debit,2023-07-11,0
LN008458,CUST001568,Education,611078,13.94,12,2023-07-31,2024-08-05,58021.86,On-time,Upi,2023-10-23,0
LN008597,CUST001072,Education,3034910,11.23,60,2020-12-21,2026-01-05,78983.53,On-time,Netbanking,2021-02-28,0
LN008856,CUST003276,Auto,3124175,15.24,36,2016-04-25,2019-05-23,126459.66,Late,Neft,2016-06-08,0
LN009225,CUST001583,Auto,3176694,15.74,60,2022-12-31,2027-11-14,94612.54,On-time,Cash,2023-02-18,0
LN009400,CUST000538,Auto,4519436,16.88,60,2019-07-20,2024-07-28,138897.33,Late,Upi,2019-09-21,0
LN009875,CUST007994,Business,4129885,19.71,48,2023-01-22,2026-11-09,153872.63,On-time,Auto-debit,2023-03-24,0
LN000164,CUST000128,Business,3045000,11.17,36,2020-11-23,2024-01-01,112927.21,On-time,Cash,2021-01-19,0
LN000329,CUST002768,Personal,2492402,9.59,60,2021-12-02,2026-12-13,61458.48,On-time,Upi,2022-02-17,0
LN000637,CUST009897,Personal,447128,23.07,60,2017-11-18,2022-09-07,5000,On-time,Card,2018-01-19,0
LN000716,CUST001199,Business,3095822,11.69,36,2023-06-01,2026-04-03,116153.52,On-time,Neft,2023-06-29,0
LN000900,CUST007484,Business,2803518,23.86,36,2016-01-04,2018-12-23,133618.78,On-time,Neft,2016-02-03,0
LN001133,CUST001298,Auto,1128930,12.92,36,2022-01-20,2024-11-09,43513.98,Late,Card,2022-03-03,0
LN001208,CUST009724,Business,1661870,11.19,72,2022-01-11,2027-10-19,38578.47,On-time,Upi,2022-03-29,0
LN001225,CUST001670,Personal,2604355,19.92,36,2021-05-05,2024-03-14,115575.49,On-time,Card,2021-06-21,0
LN001600,CUST008635,Auto,659665,10.52,24,2017-05-17,2019-06-03,33269.1,On-time,Upi,2017-08-02,0
LN001804,CUST007563,Personal,967257,22.07,36,2024-09-25,2027-09-26,44657.72,Missed,Netbanking,2024-12-03,1
LN001843,CUST008546,Home,2145211,6.95,36,2024-10-25,2027-10-22,72013.54,Late,Upi,2024-12-27,0
LN001962,CUST000474,Education,632765,9.58,12,2025-09-22,2026-10-09,57781.99,On-time,Neft,2025-11-18,0
LN001963,CUST002171,Personal,1731539,7.16,18,2020-09-16,2022-04-10,106528.13,On-time,Upi,2020-10-30,0
LN002007,CUST006026,Credit Line,846903,10.73,60,2024-09-25,2029-07-20,21687.77,Late,Netbanking,2024-12-15,0
LN002090,CUST002129,Auto,887589,16.43,60,2023-03-21,2028-04-14,26945.72,On-time,Upi,2023-05-03,0
LN002379,CUST005450,Home,2409795,11.49,48,2019-11-17,2023-11-23,73277.85,Late,Upi,2020-01-10,0
LN002647,CUST002677,Auto,3441422,15.02,18,2020-07-23,2021-12-14,234265.24,On-time,Neft,2020-10-07,0
LN002870,CUST005410,Home,444576,12,60,2020-02-19,2025-03-17,11855.36,On-time,Upi,2020-04-26,0
LN003098,CUST008756,Business,4483125,12.98,36,2025-02-02,2028-01-01,173023.72,Late,Upi,2025-04-16,0
LN003516,CUST006994,Home,3624631,15.51,48,2017-02-24,2020-12-19,122361.5,On-time,Auto-debit,2017-05-17,0
LN003973,CUST009773,Auto,4653869,19.11,36,2021-11-03,2024-11-14,203387,On-time,Neft,2021-12-12,1
LN004088,CUST003739,Personal,3038591,23.42,48,2017-08-31,2021-06-30,122607.15,On-time,Card,2017-10-22,0
LN004114,CUST006660,Home,3302787,23.05,18,2025-01-04,2026-06-02,246929.2,On-time,Netbanking,2025-03-22,0
LN004156,CUST001811,Personal,2706261,15.3,48,2021-07-05,2025-07-29,90885.27,On-time,Cash,2021-10-01,0
LN004200,CUST009063,Home,3320125,23.54,36,2017-11-11,2020-12-08,157355.48,On-time,Cash,2018-01-30,0
LN008845,CUST008334,Home,2408009,18.18,48,2022-11-08,2026-10-14,86648.19,On-time,Cash,2023-01-11,0
LN004236,CUST009352,Credit Line,1997753,23.05,36,2019-09-05,2022-09-30,93866.64,Late,Cash,2019-11-03,0
LN004278,CUST002843,Home,812053,9.07,60,2020-06-10,2025-04-07,19671.98,On-time,Card,2020-08-28,0
LN004588,CUST000766,Education,150473,23.96,12,2017-02-13,2018-01-01,15543.86,On-time,Neft,2017-05-10,0
LN004812,CUST005353,Personal,3489434,13.71,72,2019-09-01,2025-07-31,88331.14,Late,Neft,2019-09-30,0
LN005132,CUST000836,Personal,2524952,17.3,84,2017-03-26,2024-02-07,66460.34,On-time,Netbanking,2017-05-30,0
LN005478,CUST002255,Auto,274012,17.28,48,2019-09-14,2023-10-11,9654.36,On-time,Card,2019-12-16,0
LN005581,CUST009588,Home,3079162,7.35,60,2024-11-04,2029-09-02,70179.23,On-time,Cash,2025-02-05,0
LN005616,CUST008126,Home,4670185,11.28,24,2018-05-01,2020-06-01,238490.78,On-time,Netbanking,2018-06-29,0
LN005822,CUST004051,Education,2197100,19.94,36,2017-12-07,2020-10-19,97539.03,On-time,Cash,2018-01-27,0
LN006092,CUST004189,Personal,3885778,20.71,48,2024-09-09,2028-10-09,148015.76,On-time,Netbanking,2024-10-29,0
LN006152,CUST009781,Home,4778340,12.29,24,2024-05-23,2026-04-03,248035.67,Late,Card,2024-08-16,0
LN006330,CUST006734,Personal,4697806,21.5,60,2020-04-25,2025-04-13,162465.79,Late,Auto-debit,2020-06-21,1
LN007428,CUST003319,Personal,1673712,10.78,36,2023-09-07,2026-08-02,61527.51,On-time,Auto-debit,2023-10-22,0
LN007699,CUST008495,Auto,3142969,8.92,36,2016-02-16,2019-02-27,110667.43,On-time,Cash,2016-03-29,1
LN007885,CUST005120,Personal,714910,10.99,48,2025-04-10,2029-05-11,21441.34,On-time,Neft,2025-05-22,0
LN008271,CUST001092,Auto,932433,7.68,36,2017-02-24,2020-03-03,31868.49,On-time,Netbanking,2017-04-08,0
LN008488,CUST005712,Home,3700291,21.79,48,2020-03-17,2024-01-30,144280.51,Late,Netbanking,2020-05-29,0
LN008559,CUST008319,Auto,882927,19.96,60,2021-08-20,2026-06-15,29401.47,On-time,Auto-debit,2021-10-07,0
LN008580,CUST000517,Personal,895271,11.57,36,2024-09-27,2027-10-22,33500.54,On-time,Neft,2024-12-05,0
LN008586,CUST001263,Personal,1255480,20.22,36,2021-01-03,2024-01-31,56029.28,On-time,Neft,2021-03-13,0
LN009097,CUST005358,Education,4351282,12.17,60,2021-05-11,2026-02-16,116650.62,On-time,Neft,2021-07-17,0
LN009567,CUST005048,Home,445147,15.58,48,2025-06-08,2029-05-26,15053.39,On-time,Netbanking,2025-07-15,0
LN009915,CUST006841,Personal,4437005,9.57,24,2017-02-16,2018-12-17,220260.32,On-time,Upi,2017-04-06,0
LN009949,CUST006767,Credit Line,10000,16.65,36,2016-01-04,2018-12-11,67810.35,On-time,Card,2016-03-12,0
LN000085,CUST002528,Auto,4073952,10.82,48,2021-05-22,2025-05-06,121607.47,On-time,Card,2021-08-06,0
LN000263,CUST002069,Auto,271167,23.61,18,2020-01-14,2021-06-26,20400.04,On-time,Netbanking,2020-02-27,0
LN000270,CUST004974,Personal,1908604,12.6,36,2023-01-19,2026-01-06,73057.12,On-time,Card,2023-02-13,0
LN000902,CUST000578,Personal,2444010,9.86,60,2019-06-15,2024-07-07,60815.12,On-time,Netbanking,2019-08-04,0
LN003398,CUST003263,Home,623689,10.29,48,2021-08-22,2025-08-17,18341.65,On-time,Card,2021-10-03,0
LN001254,CUST002587,Home,3860656,11.3,18,2017-03-20,2018-10-08,250835.4,On-time,Upi,2017-05-14,0
LN001565,CUST003876,Personal,3638369,6.89,24,2019-03-04,2021-02-12,172489.01,On-time,Netbanking,2019-05-16,0
LN001918,CUST005062,Personal,3894756,7.1,48,2022-05-29,2026-04-20,104184.72,On-time,Auto-debit,2022-07-05,0
LN002065,CUST001684,Personal,3107591,15.28,36,2024-02-05,2027-02-11,125891.96,On-time,Netbanking,2024-03-02,0
LN002481,CUST004120,Business,2867401,22.73,24,2024-06-25,2026-06-29,173788.4,On-time,Auto-debit,2024-08-19,0
LN002726,CUST001505,Personal,1734759,23.38,48,2025-03-24,2029-03-21,69939.7,On-time,Card,2025-04-19,0
LN002744,CUST005133,Education,3327438,10.41,18,2017-11-14,2019-03-19,213723.19,On-time,Netbanking,2018-02-13,0
LN002922,CUST003417,Personal,3848809,9.16,18,2018-06-20,2019-12-12,243201.96,On-time,Card,2018-07-20,0
LN002930,CUST008059,Business,3532633,22.1,60,2017-11-09,2022-08-16,123936.54,On-time,Null,2017-12-19,0
LN002949,CUST002247,Home,10000,8.46,24,2023-05-01,2025-06-02,71878.86,On-time,Cash,2023-06-07,0
LN003046,CUST001277,Home,2622459,22.17,36,2022-09-13,2025-09-02,121296.01,On-time,Auto-debit,2022-10-15,0
LN003050,CUST006537,Home,2146063,22.53,36,2017-11-22,2020-11-20,99905.19,Missed,Cash,2017-12-29,0
LN003187,CUST001691,Home,244669,10.32,24,2020-11-05,2022-11-10,12298.7,Missed,Auto-debit,2021-01-18,0
LN003209,CUST002052,Home,2488162,11.7,48,2021-04-14,2025-03-27,76096.29,On-time,Cash,2021-07-05,0
LN003257,CUST005511,Education,4832869,22.42,36,2021-09-24,2024-10-24,224540.46,On-time,Cash,2021-11-10,0
LN003424,CUST002569,Personal,1329365,23.74,36,2016-07-13,2019-07-11,63226.08,On-time,Upi,2016-08-29,0
LN004562,CUST004769,Home,1090094,7.53,48,2016-02-01,2020-01-26,29550.63,On-time,Auto-debit,2016-03-27,0
LN004843,CUST004881,Business,99163,16.72,36,2023-05-11,2026-04-19,4136.2,On-time,Neft,2023-07-08,0
LN004959,CUST003856,Personal,2651150,10.24,36,2023-09-17,2026-10-17,96266.2,On-time,Upi,2023-10-26,0
LN005110,CUST003069,Business,3222893,11.52,84,2025-03-29,2032-02-07,5000,On-time,Auto-debit,2025-05-20,0
LN005416,CUST007031,Home,1126476,15.07,36,2024-05-30,2027-04-27,45437.66,On-time,Neft,2024-06-27,0
LN005455,CUST008512,Personal,3444552,20.15,24,2019-11-18,2021-11-17,201362.77,On-time,Netbanking,2020-02-02,0
LN005765,CUST004593,Business,208430,23.53,24,2016-06-30,2018-06-13,12771.55,On-time,Netbanking,2016-09-10,0
LN005891,CUST001548,Education,3488640,12.24,48,2023-08-24,2027-09-02,108264.13,On-time,Auto-debit,2023-11-13,0
LN006072,CUST007078,Personal,256313,15.03,72,2018-10-13,2024-08-05,6770.22,On-time,Neft,2018-12-31,0
LN006083,CUST005196,Auto,838774,12.98,84,2020-03-29,2027-03-20,19058.14,On-time,Card,2020-05-02,0
LN006085,CUST001529,Personal,626093,21.81,36,2022-09-07,2025-09-16,5000,On-time,Card,2022-11-12,0
LN006365,CUST008712,Personal,2099955,19.29,48,2023-08-09,2027-07-07,77505.84,On-time,Neft,2023-11-04,0
LN006508,CUST007132,Education,28062,8.1,72,2024-09-29,2030-08-16,579.17,On-time,Card,2024-10-29,0
LN006692,CUST007116,Personal,1289904,8.22,84,2017-09-30,2024-09-04,24191.84,Missed,Neft,2017-10-30,1
LN007331,CUST006484,Home,4432951,19.53,48,2025-08-15,2029-07-04,164499.42,Missed,Neft,2025-10-10,0
LN007390,CUST006146,Personal,10000,8.29,48,2023-02-18,2026-12-07,67079.82,On-time,Netbanking,2023-04-24,0
LN008025,CUST007843,Personal,1986556,21.28,60,2022-01-04,2026-10-11,68337.53,Late,Netbanking,2022-02-15,0
LN008108,CUST009700,Personal,4715794,19.81,60,2024-08-21,2029-06-10,156446.47,On-time,Neft,2024-09-30,0
LN008428,CUST001051,Personal,4014280,16.83,72,2017-10-07,2023-09-19,112054.17,On-time,Netbanking,2018-01-01,0
LN008507,CUST008637,Home,3997601,18.24,24,2023-08-26,2025-09-22,227330.24,Late,Upi,2023-11-17,0
LN008680,CUST006083,Personal,1928904,22.91,36,2025-03-18,2028-02-02,90406.66,On-time,Cash,2025-06-11,0
LN008742,CUST007264,Credit Line,965480,20.04,36,2025-02-25,2028-02-13,42942.4,On-time,Neft,2025-04-09,0
LN008978,CUST005289,Home,3969097,22.22,48,2023-01-01,2026-12-13,156183.97,On-time,Auto-debit,2023-02-14,1
LN009408,CUST007910,Business,1164882,16.16,60,2017-06-09,2022-04-06,35101.78,On-time,Cash,2017-07-08,1
LN000046,CUST005280,Personal,4998777,20.18,36,2019-08-01,2022-08-20,222917.68,Late,Auto-debit,2019-09-30,0
LN000142,CUST005618,Home,1205812,19.77,48,2022-06-09,2026-06-11,44986.84,Missed,Neft,2022-08-11,0
LN000316,CUST000665,Personal,4966124,14.92,60,2016-08-07,2021-08-14,144514.21,On-time,Auto-debit,2016-11-02,0
LN000346,CUST007770,Personal,3950503,7.06,60,2025-10-09,2030-09-10,89083.84,On-time,Auto-debit,2025-11-03,1
LN000488,CUST003330,Auto,501679,20.13,36,2021-12-04,2024-11-15,22351.19,On-time,Neft,2022-01-17,0
LN001051,CUST007834,Personal,10000,20.6,36,2017-12-20,2020-11-15,40137.28,On-time,Neft,2018-01-17,0
LN001529,CUST008655,Home,4334581,10.08,36,2023-10-10,2026-09-26,156815.51,On-time,Card,2023-12-15,0
LN001721,CUST009151,Home,2364674,16.27,48,2025-09-17,2029-07-10,81325.08,On-time,Netbanking,2025-10-16,0
LN001849,CUST001141,Auto,4690798,7.09,60,2018-06-10,2023-04-07,105894.76,Late,Card,2018-07-10,0
LN002491,CUST004301,Personal,2680541,23.77,72,2025-06-18,2031-05-27,90326.79,On-time,Card,2025-08-20,0
LN002689,CUST004687,Home,847580,8.36,84,2020-09-09,2027-08-19,15995.05,On-time,Cash,2020-10-06,0
LN002800,CUST003069,Auto,3857174,6.82,36,2025-02-04,2028-03-09,129065.33,Missed,Cash,2025-03-01,1
LN003231,CUST002059,Personal,3635824,7.83,48,2020-09-14,2024-07-27,99470.08,On-time,Card,2020-11-03,0
LN003902,CUST005715,Auto,3375947,23.36,48,2020-12-15,2025-01-15,136050.66,On-time,Upi,2021-02-16,0
LN003946,CUST006476,Auto,4538890,7.78,60,2019-12-20,2024-11-17,105075.3,On-time,Neft,2020-03-19,0
LN004104,CUST004645,Home,854498,14.69,36,2018-12-01,2021-10-22,34196.54,Missed,Card,2019-02-09,1
LN004139,CUST006660,Credit Line,2169963,11.77,48,2025-05-09,2029-03-14,10,On-time,Neft,2025-06-13,0
LN004555,CUST003882,Home,3946788,9.1,60,2022-02-22,2027-01-23,95709.61,On-time,Card,2022-04-25,0
LN005409,CUST007840,Auto,4879713,19.81,60,2019-01-20,2024-01-04,161884.48,On-time,Card,2019-04-19,0
LN005449,CUST003523,Personal,3287264,12.17,36,2024-08-29,2027-07-20,124651.22,Late,Neft,2024-10-15,0
LN005477,CUST009508,Education,1515095,18.43,12,2021-09-29,2022-08-24,149527.25,On-time,Upi,2021-10-25,0
LN005603,CUST005104,Home,2892623,17.98,36,2017-08-04,2020-09-14,123691.77,Late,Upi,2017-10-05,0
LN005664,CUST002343,Personal,3423403,10.19,48,2018-12-07,2022-12-15,100391.29,On-time,Card,2019-03-11,0
LN006339,CUST000609,Education,4668428,17.49,48,2025-04-04,2029-02-26,165301.25,Late,Card,2025-05-23,0
LN006362,CUST002509,Auto,430597,10.24,84,2023-08-21,2030-06-01,8800.58,On-time,Card,2023-10-07,0
LN006825,CUST005314,Home,2970859,20,48,2022-08-26,2026-06-09,88506.84,Late,Netbanking,2022-10-13,0
LN007043,CUST004417,Personal,4150069,14.42,36,2019-04-12,2022-04-26,165149.69,On-time,Auto-debit,2019-06-02,0
LN007603,CUST002873,Home,2895752,22.42,48,2017-06-19,2021-05-04,114430.47,On-time,Upi,2017-09-13,0
LN007608,CUST003484,Home,4367069,8.7,36,2019-07-14,2022-05-22,152968.72,Missed,Neft,2019-10-04,1
LN007902,CUST004473,Personal,913577,21.99,48,2024-01-15,2027-12-10,35774.15,On-time,Netbanking,2024-02-22,0
LN008265,CUST002806,Education,1801736,17.43,36,2019-08-31,2022-06-22,76218.44,On-time,Neft,2019-10-28,0
LN008544,CUST008276,Education,1088965,22.41,36,2020-12-22,2023-11-10,50585.45,On-time,Netbanking,2021-03-21,0
LN008647,CUST007234,Auto,159469,21.51,60,2016-12-30,2021-11-29,5516.3,On-time,Cash,2017-02-03,1
LN008762,CUST006503,Education,4435305,20.22,24,2018-07-27,2020-06-22,259539.26,On-time,Card,2018-09-22,0
LN008825,CUST003391,Auto,4904338,15.24,36,2017-03-25,2020-04-14,198516.7,On-time,Netbanking,2017-05-29,0
LN009236,CUST009715,Personal,188623,21.05,36,2022-02-14,2025-01-19,8548.29,Missed,Netbanking,2022-04-09,0
LN009301,CUST009013,Auto,2990254,8.2,60,2017-06-25,2022-05-22,70270.97,On-time,Upi,2017-09-02,0
LN009485,CUST007513,Home,2608262,15.72,60,2024-07-01,2029-05-27,77639.27,On-time,Netbanking,2024-08-20,0
LN009791,CUST003135,Home,2085016,12.04,60,2023-10-21,2028-08-01,55669.93,On-time,Neft,2023-11-22,0
LN000087,CUST001893,Home,2218062,12.75,36,2021-04-09,2024-02-27,85179.74,On-time,Neft,2021-06-15,0
LN000190,CUST009996,Personal,4412856,11.08,24,2022-03-15,2024-01-28,224614.37,On-time,Cash,2022-05-03,0
LN000379,CUST000763,Credit Line,3733009,21.55,24,2023-02-01,2025-03-18,222580.66,On-time,Auto-debit,2023-03-12,0
LN000508,CUST000809,Home,4721521,18.79,24,2025-01-18,2027-01-27,270661.19,On-time,Card,2025-02-20,0
LN000519,CUST008213,Auto,4972722,20,72,2016-05-11,2022-02-16,110587.81,On-time,Card,2016-07-13,0
LN000786,CUST001516,Home,2024955,22.1,20,2017-03-06,2019-02-28,121666.05,On-time,Neft,2017-06-01,0
LN000834,CUST004111,Auto,4090192,14.83,60,2023-10-25,2028-10-12,118717.82,On-time,Auto-debit,2024-01-19,0
LN000854,CUST005623,Personal,2850158,18.94,24,2017-03-29,2019-04-18,163741.58,On-time,Auto-debit,2017-05-10,0
LN001124,CUST000453,Business,2702541,23.09,24,2025-08-06,2027-08-30,164607.27,On-time,Card,2025-09-20,0
LN001220,CUST004816,Personal,2501878,14.78,48,2025-04-11,2029-03-30,82937.26,On-time,Card,2025-05-30,0
LN001445,CUST006144,Education,2389646,12.98,18,2019-05-16,2020-11-10,158606.12,On-time,Neft,2019-08-14,0
LN002033,CUST007995,Auto,3802130,18,60,2021-02-23,2026-03-11,120400.78,Late,Auto-debit,2021-04-07,0
LN002255,CUST001275,Home,632456,19.48,36,2021-04-18,2024-02-17,27835.09,On-time,Netbanking,2021-06-23,0
LN002625,CUST008808,Home,3772599,9.33,60,2022-12-12,2028-01-11,92208.61,Late,Upi,2023-02-14,0
LN002784,CUST007141,Home,2361508,6.72,60,2018-07-04,2023-08-03,52582.91,On-time,Cash,2018-10-06,0
LN002989,CUST001511,Auto,10000,17.89,72,2023-03-11,2028-12-13,53428.75,On-time,Neft,2023-04-18,0
LN003492,CUST007474,Home,2074984,20,36,2025-03-17,2028-04-18,88901.54,Late,Cash,2025-05-23,0
LN003719,CUST002032,Business,1629534,23.7,72,2019-01-12,2025-01-11,54815.71,On-time,Upi,2019-03-25,0
LN003855,CUST007524,Home,151659,8.36,36,2020-03-14,2023-02-26,5269.31,Late,Card,2020-05-18,0
LN003900,CUST002408,Business,4139390,14.95,60,2024-09-27,2029-07-12,120559.73,On-time,Neft,2024-11-30,0
LN003949,CUST009367,Education,1797089,21.88,48,2018-12-06,2022-11-08,70206.28,Late,Auto-debit,2019-03-04,0
LN003970,CUST004628,Auto,3357609,10.41,48,2017-03-23,2021-03-11,99077.45,Missed,Cash,2017-04-30,1
LN004054,CUST007178,Business,2433063,10.63,60,2016-04-06,2021-03-29,62103.93,On-time,Cash,2016-05-10,0
LN004307,CUST006806,Education,304965,22.26,48,2019-06-10,2023-04-22,12010.54,Late,Netbanking,2019-09-06,0
LN005137,CUST003516,Education,4633280,14.6,72,2017-05-08,2023-06-02,120722.68,On-time,Upi,2017-06-30,0
LN005742,CUST006958,Home,305106,19.03,72,2020-06-28,2026-04-19,9076.06,Missed,Cash,2020-09-24,0
LN006167,CUST004696,Personal,4815382,7.27,36,2020-12-24,2024-01-08,162933.8,On-time,Auto-debit,2021-02-17,0
LN006248,CUST002568,Business,1225956,17.35,18,2022-08-19,2024-02-23,85833.95,On-time,Upi,2022-11-16,0
LN006392,CUST007027,Auto,1616220,19.98,36,2021-02-12,2024-01-12,71805.06,Missed,Netbanking,2021-05-10,1
LN006741,CUST007482,Home,859162,17.6,36,2023-07-13,2026-07-30,36466.65,On-time,Cash,2023-09-28,0
LN006821,CUST001220,Personal,671873,10.28,36,2022-12-24,2025-12-28,24418.85,On-time,Cash,2023-02-19,0
LN007004,CUST006081,Auto,3426735,7.75,36,2019-06-08,2022-05-07,117318.08,On-time,Netbanking,2019-07-27,0
LN007073,CUST002743,Credit Line,10000,13.76,36,2021-04-01,2024-02-22,121487.89,On-time,Neft,2021-06-30,0
LN007108,CUST008655,Business,3945563,14.1,24,2018-08-06,2020-09-18,210758.82,On-time,Neft,2018-09-28,0
LN007166,CUST009554,Home,2728758,14.16,48,2021-04-19,2025-02-05,89048.47,Missed,Netbanking,2021-06-08,1
LN007358,CUST008720,Personal,409068,14.8,48,2016-07-12,2020-05-13,13567.42,On-time,Netbanking,2016-08-30,1
LN008140,CUST009143,Auto,4963746,8.17,60,2021-01-19,2026-01-11,116523.94,On-time,Neft,2021-02-17,0
LN008528,CUST007873,Business,3333309,17.28,36,2019-02-19,2022-02-02,0,On-time,Auto-debit,2019-05-23,0
LN008627,CUST007527,Personal,1502566,8.76,36,2023-04-06,2026-03-03,52706.68,On-time,Card,2023-05-18,0
LN008873,CUST000903,Auto,4578628,13.18,20,2017-09-25,2022-08-19,126599.06,On-time,Neft,2017-12-21,0
LN009704,CUST009755,Business,1863656,15.04,12,2019-08-21,2020-10-05,178662.49,On-time,Card,2019-10-06,0
LN000038,CUST009028,Business,499320,16.15,24,2018-05-15,2020-03-09,27525.02,On-time,Upi,2018-07-18,0
LN000186,CUST001959,Home,983684,21.87,12,2016-11-01,2017-09-15,99901.31,On-time,Upi,2016-11-27,0
LN000198,CUST003281,Personal,813173,10.99,24,2018-11-11,2020-11-28,41329.52,On-time,Netbanking,2019-01-06,0
LN000408,CUST001513,Home,1706472,15.2,36,2020-08-14,2023-09-06,69017.31,On-time,Cash,2020-11-16,0
LN000504,CUST007011,Home,3826223,10.14,36,2025-09-08,2028-09-09,138615.56,On-time,Auto-debit,2025-10-19,0
LN000526,CUST001667,Home,301569,8.18,36,2017-07-17,2020-05-24,10432.61,On-time,Upi,2017-09-27,0
LN001004,CUST005110,Home,2023892,12.91,18,2022-09-11,2024-03-18,134212.15,On-time,Card,2022-12-07,0
LN001423,CUST005759,Auto,702815,8.71,48,2025-03-18,2029-01-23,19743.24,Late,Netbanking,2025-05-26,0
LN001555,CUST001510,Education,3122054,10.88,24,2022-02-16,2024-01-29,158392.21,On-time,Cash,2022-03-31,1
LN001589,CUST006524,Credit Line,2919221,17.4,60,2016-05-11,2021-05-08,90982.39,Late,Auto-debit,2016-08-03,1
LN002275,CUST004628,Personal,4587570,7.78,72,2016-02-10,2022-01-10,93459,On-time,Netbanking,2016-04-07,0
LN002413,CUST008597,Personal,697247,11.73,36,2023-10-04,2026-08-07,26183.56,Late,Neft,2023-12-19,0
LN002605,CUST000041,Auto,4880943,23.6,48,2023-10-22,2027-09-13,5000,On-time,Upi,2024-01-21,0
LN002769,CUST008300,Education,4789513,20.04,48,2019-07-13,2023-07-24,179766.39,On-time,Auto-debit,2019-10-08,0
LN002854,CUST009395,Personal,4222903,7.52,84,2024-11-10,2031-12-03,76736.18,On-time,Card,2025-01-01,0
LN003085,CUST006253,Home,2752956,21.25,36,2025-01-27,2028-01-14,125221.26,On-time,Upi,2025-04-17,0
LN003153,CUST007098,Personal,4463139,8.83,48,2018-04-01,2022-04-30,125823.33,On-time,Upi,2018-05-22,0
LN003195,CUST007422,Personal,3611957,22.34,72,2021-12-18,2027-10-15,117408.67,Late,Auto-debit,2022-02-24,0
LN003389,CUST005347,Business,2199671,20,24,2020-02-08,2021-12-10,133300.06,On-time,Upi,2020-03-29,0
LN003754,CUST003931,Personal,1458893,9.65,48,2017-07-03,2021-05-10,42125.54,On-time,Netbanking,2017-08-12,0
LN003934,CUST004382,Credit Line,2457082,10.58,24,2020-11-04,2022-11-23,124041.69,On-time,Upi,2020-11-29,0
LN004254,CUST006471,Credit Line,291320,6.89,60,2016-02-05,2020-11-26,6528,On-time,Netbanking,2016-03-14,0
LN004404,CUST009212,Home,3747755,9.06,48,2020-07-11,2024-07-07,106373.78,Missed,Netbanking,2020-09-22,1
LN004479,CUST007677,Business,2158996,23.77,72,2018-10-01,2024-09-05,72752.17,Late,Cash,2018-12-07,0
LN004665,CUST005147,Credit Line,4810399,20.93,60,2017-08-02,2022-08-21,164074.69,On-time,Neft,2017-09-13,0
LN004837,CUST006178,Personal,870225,16.09,36,2018-12-30,2022-01-08,35841.18,On-time,Neft,2019-02-01,0
LN004994,CUST004439,Personal,901062,12.74,18,2019-11-14,2021-04-22,59625.27,Late,Upi,2020-01-16,0
LN005255,CUST006211,Home,3600744,15.56,84,2024-02-28,2031-02-16,89555.65,On-time,Auto-debit,2024-04-03,1
LN005476,CUST008153,Auto,3562354,12.1,36,2019-10-03,2022-08-14,134874.68,On-time,Neft,2019-12-04,0
LN005756,CUST005159,Personal,4351422,23.18,72,2023-01-01,2028-12-27,144491.38,On-time,Cash,2023-02-07,0
